Source,Post ID,Date,Year,Month,Weekday,Link,Subject or Title,Preview Text,Sending Time 24h (CET),Subject Line Length,Preview Text Lenght,Ratio,Internal/External PDF,Advertiser,Advertiser Source,Ad Total Clicks,Ad Unique Clicks,Ad CTR,Sent,Delivered,Total Opens,Unique Opens,Open Rate,Unique Clicks,Click-Through Rate,Verified Unique Clicks,Verified Click-Through Rate,Unsubscribed,Unsubscribe Rate,Spam Reported,Spam Reported Rate,Web Views,Web Clicks Unique,Web Click Rate,Content Tags, , .1, .2, .3, .4, .5, .6, .7, .8, .9, .10, .11, .12, .13
Beehiiv,eb0b2232-6747-4929-a74c-93903dedc092,2025-08-20,2025,8,3 - Wednesday,https://app.beehiiv.com/posts/eb0b2232-6747-4929-a74c-93903dedc092,🎯 10 High-Impact ChatGPT Prompts to Drive Business Growth,Grow your business 2x with these AI driven prompts + Get tickets for the AI Mastermind Challenge,17:00,58,96,0.6041666667,,Growthschool / Outskill,Direct,326.0,232.0,0.0098,72804,71630,34219,23671,0.3305,507,0.0214,468,0.0198,57,0.0008,16,0.00022,33,8,0.2424,,,,,,,,,,,,,,,
Beehiiv,ee35aa21-5d47-4bf7-9128-c98733993eb0,2025-08-21,2025,8,4 - Thursday,https://app.beehiiv.com/posts/ee35aa21-5d47-4bf7-9128-c98733993eb0,✨Boost Your Writing Efficiency Using ChatGPT Canvas,Automate Your Blog Writing with ChatGPT Canvas in Just a Few Steps,17:00,51,66,0.7727272727,,Delve,Direct,99.0,33.0,0.0014,72920,71722,33620,23414,0.3265,351,0.015,314,0.0134,82,0.0011,0,0.0,26,8,0.3077,,,,,,,,,,,,,,,
Beehiiv,9602ecdf-3f72-426b-894a-55e958de452c,2025-08-28,2025,8,4 - Thursday,https://app.beehiiv.com/posts/9602ecdf-3f72-426b-894a-55e958de452c,🤔How to Combine ChatGPT Models for Perfect Results,Want better results? Discover how using multiple ChatGPT models can improve your workflows,17:30,51,90,0.5666666667,,Delve,Direct,62.0,36.0,0.0015,73584,72347,38127,25390,0.3509,376,0.0148,318,0.0125,92,0.0013,3,0.0001,91,33,0.3626,,,,,,,,,,,,,,,
Beehiiv,fdf592d1-51ec-47ec-a7d6-ed3e947e41c1,2025-09-03,2025,9,3 - Wednesday,https://app.beehiiv.com/posts/fdf592d1-51ec-47ec-a7d6-ed3e947e41c1,💥 Become the Generalist that makes big $$ using AI,Get some free AI resources and enroll in a free 2-day AI mastermind,19:30,51,67,0.7611940299,,Growthschool / Outskill,Direct,411.0,286.0,0.014,73527,72320,31902,20631,0.2853,514,0.0249,468,0.0227,73,0.001,5,0.0001,0,0,,,,,,,,,,,,,,,,
Beehiiv,b38be3bf-4891-4cc5-b8d7-1fb47663c9c6,2025-09-05,2025,9,5 - Friday,https://app.beehiiv.com/posts/b38be3bf-4891-4cc5-b8d7-1fb47663c9c6,💥 Prompt Frameworks for best ChatGPT Results,10 frameworks to write better prompts faster + Try free AI tool to create videos without editing,17:00,45,96,0.46875,,Guidde,Direct,344.0,196.0,0.0065,73651,72430,46940,30229,0.4174,812,0.0269,738,0.0244,94,0.0013,5,9e-05,643,196,0.3048,,,,,,,,,,,,,,,
Beehiiv,ed5ffae6-7ad6-4bd9-a8af-fc5e2c1fa081,2025-09-11,2025,9,4 - Thursday,https://app.beehiiv.com/posts/ed5ffae6-7ad6-4bd9-a8af-fc5e2c1fa081,📚 Get The Prompt Engineering eBook,Learn effective AI interactions from basics to advanced techniques + Free Ebook Worth $50 inside,18:30,35,96,0.3645833333,,Delve,Direct,206.0,141.0,0.0069,73675,72412,31921,20889,0.2885,1132,0.0542,1053,0.0504,76,0.001,2,4e-05,129,53,0.4109,,,,,,,,,,,,,,,
Beehiiv,6e18f15a-ddb2-4170-b92b-4971de30d562,2025-09-17,2025,9,3 - Wednesday,https://app.beehiiv.com/posts/6e18f15a-ddb2-4170-b92b-4971de30d562,🚀 Master AI in 2 Days: Sept 20-21 Bootcamp,The 16-hour blueprint that teaches how to how to use AI to automate your workflows in just 2 days.,17:00,43,98,0.4387755102,,Growthschool / Outskill,Direct,456.0,349.0,0.0179,73564,72277,30470,19935,0.2758,450,0.0226,416,0.0209,70,0.001,3,5e-05,58,8,0.1379,,,,,,,,,,,,,,,
Beehiiv,8e01f080-ba5e-49e4-bfa3-01450a16529b,2025-09-18,2025,9,4 - Thursday,https://app.beehiiv.com/posts/8e01f080-ba5e-49e4-bfa3-01450a16529b,💥 5 AI Courses from NVIDIA You Can’t Miss,Dont miss out! Explore 5 powerful NVIDIA AI courses to boost your skills and stay ahead in 2025,17:00,42,95,0.4421052632,,Delve,Direct,236.0,234.0,0.012,73642,72367,31690,20090,0.2776,493,0.0245,418,0.0208,72,0.001,4,7e-05,104,11,0.1058,,,,,,,,,,,,,,,
Beehiiv,cd46e126-1aed-4d44-8f83-0b3922619a62,2025-09-21,2025,9,7 - Sunday,https://app.beehiiv.com/posts/cd46e126-1aed-4d44-8f83-0b3922619a62,⚡️ Blueprint for Crafting Powerful GPT-5 Prompts,"Create better, more precise GPT-5 prompts by following this expert architecture",12:30,48,79,0.6075949367,,Guidde,Direct,323.0,195.0,0.008,73730,72440,37944,24999,0.3451,623,0.0249,534,0.0214,53,0.0007,3,5e-05,111,30,0.2703,,,,,,,,,,,,,,,
Beehiiv,4dfd1d5e-7db1-4ec4-87b5-1df187411b9d,2025-09-28,2025,9,7 - Sunday,https://app.beehiiv.com/posts/4dfd1d5e-7db1-4ec4-87b5-1df187411b9d,🔥 15 Stunning AI Video Creation Prompts,Copy-paste these Prompts to Make Videos with AI 10x Faster + Create videos 10x faster with AI Tool named Guidde,19:30,40,111,0.3603603604,,Guidde,Direct,283.0,191.0,0.0086,74125,72781,42493,26627,0.3659,420,0.0158,351,0.0132,113,0.0016,4,7e-05,90,11,0.1222,,,,,,,,,,,,,,,
Beehiiv,3c16bb0d-7a99-41d5-88e8-022213359614,2025-10-01,2025,10,3 - Wednesday,https://app.beehiiv.com/posts/3c16bb0d-7a99-41d5-88e8-022213359614,🎉 You're Invited: Join the AI Mastermind on ...,The One skill you need to master before 2025 ends!!,18:00,48,51,0.9411764706,,Growthschool / Outskill,Direct,556.0,443.0,0.0212,74356,73035,31726,20697,0.2834,544,0.0263,490,0.0237,68,0.0009,51,0.0009,72,19,0.2639,,,,,,,,,,,,,,,
Beehiiv,c4428e5f-26a3-4c0b-86bf-c46992b0527f,2025-10-12,2025,10,7 - Sunday,https://app.beehiiv.com/posts/c4428e5f-26a3-4c0b-86bf-c46992b0527f,🚀 This AI Chrome Extension Will Save You Hours,Discover the simplest way to turn any process into a detailed guide in minutes,18:30,47,78,0.6025641026,,Guidde,Direct,481.0,300.0,0.0119,75001,73567,38556,25768,0.3503,592,0.023,512,0.0199,72,0.001,4,0.0001,113,24,0.2124,,,,,,,,,,,,,,,
Beehiiv,9d94330f-64a4-44d4-a65d-4c0e2ee85d28,2025-10-13,2025,10,1 - Monday,https://app.beehiiv.com/posts/9d94330f-64a4-44d4-a65d-4c0e2ee85d28,🚀 Turn Your Meetings & Workflows into Instan...,"Instantly convert any workflow into a professional, step-by-step guide, save time and hassle!",15:30,48,93,0.5161290323,,Glitter AI,Direct,577.0,226.0,0.0113,75002,73584,31713,20640,0.2805,342,0.0166,267,0.0129,68,0.0009,3,0.0001,102,14,0.1373,,,,,,,,,,,,,,,
Beehiiv,a0126d69-8894-4127-a857-a2b769232f60,2025-10-17,2025,10,5 - Friday,https://app.beehiiv.com/posts/a0126d69-8894-4127-a857-a2b769232f60,💥 Become Irreplaceable: 16-Hour AI Sprint St...,This Halloween master AI and become irreplaceable before 2025 ends + Save these Ebooks exclusive for our subscribers,12:00,48,116,0.4137931034,,Growthschool / Outskill,Direct,422.0,295.0,0.0155,75018,73598,30699,20162,0.2739,508,0.0252,477,0.0237,62,0.0008,5,0.0001,56,16,0.2857,,,,,,,,,,,,,,,
Beehiiv,0bb75894-80eb-4cf9-bdde-5656a080cae0,2025-11-04,2025,11,2 - Tuesday,https://app.beehiiv.com/posts/0bb75894-80eb-4cf9-bdde-5656a080cae0,⚡️ 9 Best GPTs,The One skill you need to master before 2025 ends,20:30,14,49,0.2857142857,,Growthschool / Outskill,Direct,,,,75220,73670,38969,25681,0.3486,834,0.0325,769,0.0299,58,0.0008,2,0.0,97,47,0.4845,,,,,,,,,,,,,,,
Beehiiv,a0e2d262-0e68-43b1-99e4-3d6c92e2c34e,2025-11-17,2025,11,1 - Monday,https://app.beehiiv.com/posts/a0e2d262-0e68-43b1-99e4-3d6c92e2c34e,💰 Monetize AI Agents in 8 Steps,How To Launch Your AI Agent Career,20:00,32,34,0.9411764706,,Eleven Labs,Direct,,,,74167,73745,45500,29405,0.3987,660,0.0224,572,0.0195,86,0.0012,5,0.0001,127,30,0.2362,,,,,,,,,,,,,,,
Beehiiv,6a910661-6319-41ec-8cbc-ce05f597e346,2026-06-28,2026,6,7 - Sunday,https://app.beehiiv.com/posts/6a910661-6319-41ec-8cbc-ce05f597e346,Stop Writing Weak Prompts,14 Essential prompt templates,19:30,25,29,0.8620689655,Internal,,Direct,,,,79165,79121,44680,30618,0.387,1000,0.0327,905,0.0296,70,0.0009,2,0.0,64,23,0.3594,,,,,,,,,,,,,,,
Beehiiv,60e5888a-247c-4a4d-8a36-d2db77006d3e,2026-06-29,2026,6,1 - Monday,https://app.beehiiv.com/posts/60e5888a-247c-4a4d-8a36-d2db77006d3e,Why most claude prompts fail (and how to fix them),"One structured approach that makes Claude outputs sharper, faster every time",18:30,50,76,0.6578947368,Internal,,Direct,,,,79255,79214,42816,29267,0.3695,823,0.0281,739,0.0253,80,0.001,2,0.0,87,24,0.2759,,,,,,,,,,,,,,,
